ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001062993-25-007666	0	261	1852302034	N
0002059321-25-000058	0	174	881723979	N
0002009539-25-000004	0	821	198251621	N
0001434845-25-000004	0	132	645731827	N
0001723115-25-000003	0	72	3499916	N
0001062993-25-007657	1	101	158429767	N
0001492162-25-000003	0	69	99243	N
0001878581-25-000005	0	4	20399	N
0001062993-25-007662	0	82	578397388	N
0001964958-25-000002	0	634	969312324	N
0001398344-25-007278	0	243	401308065	
0001706836-25-000004	0	675	821828757	N
0001484205-25-000006	0	682	1770169675	N
0001989476-25-000002	0	31	31312403	N
0001777234-25-000004	0	16	82087682	N
0001140361-25-014423	1	1369	1384412212	
0001172661-25-001510	0	544	2908699389	
0001172661-25-001509	0	33	261818424	
0001172661-25-001508	0	107	311731751	
0001104659-25-036078	0	249	410393020	
0001693672-25-000002	0	13	137095985	N
0001893840-25-000003	0	10	35904039	N
0000947871-25-000414	0	7	1987520678	
0001108965-25-000004	0	118	462345108	N
0000947871-25-000413	0	8	1772004219	
0001172661-25-001507	0	187	518988499	
0000947871-25-000412	0	8	1730173317	
0001172661-25-001506	0	88	371399656	
0001667731-25-000455	0	339	3540809714	
0000947871-25-000411	0	8	1854391592	
0001667731-25-000454	0	140	218201520	
0000947871-25-000410	0	8	1692131622	
0001667731-25-000453	0	89	245290634	
0001172661-25-001505	0	76	412983224	
0000947871-25-000409	0	8	1978422845	
0001667731-25-000452	0	88	199490419	
0000354923-25-000004	0	26	231141257	N
0001033974-25-000003	0	149	1232274094	N
0001667731-25-000451	0	61	199775543	
0001667731-25-000450	0	154	328123300	
0001667731-25-000449	1	50	192236375	
0001544806-25-000004	0	239	1073906439	N
0001667731-25-000448	0	173	409904349	
0000947871-25-000408	0	8	1274143910	
0000947871-25-000407	0	8	1191798841	
0000947871-25-000406	0	7	1195553351	
0001085146-25-002188	0	123	6630160422	N
0002021711-25-000002	0	37	93004520	N
0000947871-25-000405	0	7	1167504667	
0001961632-25-000001	0	1515	398868350	N
0002053050-25-000006	0	180	367986205	N
0002058771-25-000003	0	452	108115293	N
0000950123-25-003568	0	970	748242453	N
0000947871-25-000404	0	8	1889930432	
0001415889-25-010855	0	44	185917639	N
0000947871-25-000403	0	8	3377930924	
0002025925-25-000004	0	315	234159150	N
0000947871-25-000402	0	6	1619790808	
0001321993-25-000004	0	430	3234862278	N
0000947871-25-000401	0	4	1149385370	
0001067324-25-000002	0	140	1345139531	N
0000947871-25-000400	0	3	615825206	
0001841015-25-000003	0	73	187859016	N
0000947871-25-000399	0	3	576096303	
0001767868-25-000002	0	341	607036621	N
0001085227-25-000003	0	75	717076711	N
0001910984-25-000002	0	139	196587228	N
0001928999-25-000002	0	205	158729219	N
0001736666-25-000003	0	113	256610443	N
0001047142-25-000002	0	249	1563865162	N
0001389400-25-000005	0	166	675363251	N
0001910344-25-000003	0	4	441845	N
0001905092-25-000002	0	74	268401116	
0002063364-25-000029	0	33	219270121	N
0001742998-25-000007	4	829	164367	N
0001214659-25-006067	0	1078	9636693205	
0001992344-25-000003	0	49	147403222	N
0001917686-25-000002	0	113	402387036	N
0001941040-25-000217	0	131	513568992	
0001085146-25-002187	0	121	235705794	N
0001510870-25-000002	0	133	242240033	N
0001731447-25-000005	0	70	343097498	N
0001104659-25-035904	0	199	110598408	
0001765380-25-000145	0	259	1528446941	N
0001632812-25-000005	0	143	916594870	N
0001901929-25-000003	0	27	140410	N
0001633697-25-000006	0	1007	2197375992	N
0001422508-25-000002	0	434	564995544	N
0001671817-25-000004	0	4	324155115	N
0002042654-25-000005	0	1018	297042464	N
0001765380-25-000144	0	101	130808064	N
0002056425-25-000002	0	651	3962871958	N
0002054798-25-000002	0	40	93172527	N
0001058022-25-000004	0	78	335003	N
0002008666-25-000002	0	155	360219910	N
0001801667-25-000002	0	203	763245143	N
0001172661-25-001504	0	61	109604683	
0001840084-25-000010	2	265	288965563	N
0001740063-25-000004	0	394	179557333	N
0000905729-25-000074	0	95	178576185	
0001791996-25-000005	0	214	1202498842	N
0001329948-25-000004	0	2664	35278126	N
0001085146-25-002186	0	33	216915120	N
0001085146-25-002185	0	154	101167115	N
0001085146-25-002184	0	45	360172311	N
0001085146-25-002183	0	150	616789148	N
0001085146-25-002182	0	76	157584894	N
0001593688-25-000002	0	80	328830407	N
0001398344-25-007241	0	85	363662352	
0001085146-25-002181	0	671	4074598480	N
0001085146-25-002180	0	55	149412059	N
0001085146-25-002179	0	2	123174503	N
0001085146-25-002178	0	201	758578627	N
0001941040-25-000215	0	325	171862388	
0001737090-25-000002	0	311	394989625	N
0001725547-25-001418	0	36	200746765	N
0001482970-25-000003	0	69	716659765	N
0001904828-25-000003	0	48	108064319	
0001933274-25-000004	0	74	188121	N
0001214659-25-006050	0	43	199998127	
0001811052-25-000005	0	92	1358094488	N
0001954551-25-000005	0	66	304003238	N
0001811907-25-000002	0	82	203793	N
0002023380-25-000002	0	183	958021705	N
0001635633-25-000003	0	589	1096237289	N
0001967054-25-000002	0	52	118661023	N
0001950947-25-000002	0	448	1523343025	N
0002032544-25-000003	0	97	210793237	N
0001393944-25-000002	0	467	684619	N
0001733219-25-000003	0	146	370041191	N
0001085146-25-002176	0	40	140429547	N
0001104659-25-035816	0	298	1685854006	
0001950323-25-000007	0	1270	299626222	N
0001123274-25-000010	0	186	4190092702	N
0001666940-25-000003	0	462	12916495	N
0001914606-25-000002	0	42	363241239	N
0001398344-25-007236	0	50	291492631	
0002046607-25-000002	0	173	363835395	N
0001085146-25-002175	0	127	178293110	N
0001085146-25-002174	0	111	517632769	N
0001085146-25-002173	0	58	22769904	N
0001062993-25-007620	0	1204	1373170134	N
0001085146-25-002172	0	111	153428433	N
0001085146-25-002171	3	919	574748222	N
0001803291-25-000002	0	106	517418065	N
0001085146-25-002170	0	259	659421952	N
0001085146-25-002169	0	77	265907493	N
0001085146-25-002168	0	200	1051766711	N
0001085146-25-002167	0	61	110446553	N
0001085146-25-002166	0	704	3118910634	N
0001085146-25-002165	0	50	135228689	N
0001964389-25-000003	0	7	873949111	N
0001085146-25-002164	0	105	198314457	N
0001085146-25-002162	0	129	66118045	N
0001085146-25-002161	0	167	8620105653	N
0001085146-25-002160	0	279	306354889	N
0001738738-25-000003	0	210	453771041	N
0001085146-25-002159	0	59	138962972	N
0001085146-25-002158	0	87	139073193	N
0001085146-25-002157	0	184	717449517	N
0001085146-25-002156	0	19	1242281714	N
0001085146-25-002155	0	35	1520400677	N
0001085146-25-002154	0	56	136025384	N
0001085146-25-002153	0	59	141885628	N
0001085146-25-002152	0	55	133430339	N
0001085146-25-002151	0	55	132778405	N
0001085146-25-002150	0	55	130883938	N
0001085146-25-002149	0	57	121039116	N
0001908623-25-000003	1	273	1750918	N
0001085146-25-002148	0	44	553193167	N
0001085146-25-002147	0	268	369352234	N
0001085146-25-002146	0	95	248615771	N
0001085146-25-002145	0	494	1419766665	N
0002043986-25-000002	0	149	247817233	N
0001999371-25-004356	0	42	74752490	
0001008937-25-000002	0	346	755434819	N
0001731152-25-000003	0	54	2397464317	N
0001213900-25-032764	16	1877	5836971445	
0001736260-25-000004	0	165	284441198	N
0001019056-25-000166	0	190	3403372651	
0001104659-25-035760	0	1558	1693108211	
0001214659-25-006036	0	116	88195175	
0001085146-25-002140	0	195	1243734691	N
0001754960-25-000210	0	33	96864369	N
0001085146-25-002135	0	125	120758041	N
0001754960-25-000214	0	10	128922183	N
0001754960-25-000208	0	71	186947552	N
0001085146-25-002129	0	154	504430925	N
0001754960-25-000215	0	16	89724245	N
0001085146-25-002130	0	58	237074684	N
0001754960-25-000212	0	51	219052478	N
0001085146-25-002141	0	67	113894759	N
0000764611-25-000003	0	77	578274601	N
0001085146-25-002131	0	61	117337832	N
0001085146-25-002137	0	226	368281376	N
0001021642-25-000003	9	749	10001842	N
0001941040-25-000212	0	108	346404302	
0001085146-25-002139	0	178	175779856	N
0001085146-25-002138	0	50	335235271	N
0001085146-25-002127	0	148	437735844	N
0001062993-25-007601	9	39	447839236	N
0001924030-25-000001	0	40	64056822	N
0001085146-25-002134	0	83	145835984	N
0001085146-25-002128	0	847	3034795140	N
0001085146-25-002132	0	67	127105224	N
0001598379-25-000003	0	24	498930191	N
0001754960-25-000207	0	106	121615300	N
0001085146-25-002133	0	46	161566849	N
0001754960-25-000206	0	117	92673670	N
0001754960-25-000205	0	42	153270364	N
0001754960-25-000209	0	238	199223484	N
0001754960-25-000213	0	37	174814951	N
0000944361-25-000004	0	196	5361813900	N
0001085146-25-002136	1	921	3347474312	N
0001214659-25-006031	0	143	131019452	
0001908186-25-000002	0	414	284866595	N
0001951757-25-000380	0	151	199983030	N
0001951757-25-000379	0	53	133790537	N
0001951757-25-000378	0	162	229616771	N
0001951757-25-000377	0	252	188351858	N
0001951757-25-000376	1	124	187255638	N
0001799544-25-000002	0	381	512054589	N
0001951757-25-000375	0	124	187255638	N
0001765594-25-000002	0	271	584414109	N
0001961944-25-000002	1	73	135912909	N
0001056516-25-000003	0	136	146529327	N
0001847820-25-000005	0	532	324414612	N
0001140361-25-014206	0	128	501423545	
0001104659-25-035534	0	500	643364319	
0001847820-25-000004	0	155	188455925	N
0001706669-25-000004	0	65	226306792	N
0001738828-25-000003	0	169	555177601	N
0000897069-25-000824	0	33	185161973	
0001214659-25-006014	0	229	429549629	
0000811360-25-000003	0	77	986839614	N
0001172661-25-001503	0	112	68079685	
0000897069-25-000822	0	295	3003335540	
0001172661-25-001501	0	54	115283927	
0001941040-25-000211	0	199	816874902	
0002056313-25-000004	0	392	204804084	N
0001849518-25-000005	0	98	277517568	N
0001172661-25-001500	0	27	182769292	
0001818940-25-000004	0	58	410181447	N
0001121914-25-000005	0	303	849208450	
0001903273-25-000002	0	41	307916076	N
0001420506-25-000786	0	61	363210402	N
0001965275-25-000002	0	46	146658266	N
0002008171-25-000003	0	338	1050509965	N
0002052964-25-000002	0	125	492315649	N
0000892303-25-000002	0	662	2806808278	N
0001844147-25-000002	0	20	79788	N
0001849518-25-000004	0	132	307575257	N
0001990690-25-000004	0	53	170500063	N
0001420506-25-000784	0	1220	2871523195	N
0001420506-25-000783	0	98	113077301	N
0000931097-25-000003	0	70	815365252	N
0000007195-25-000002	0	114	131258083	N
0001849518-25-000003	0	108	148752784	N
0002053892-25-000003	0	55	157850878	N
0001376474-25-000349	0	283	649902603	
0001940917-25-000003	0	381	116247552	N
0001767151-25-000003	0	537	1166876566	N
0001659047-25-000003	0	222	1543317661	N
0001214659-25-006000	0	135	166526754	
0001738723-25-000002	0	530	299749255	N
0001140361-25-014141	0	138	1284021359	
0001806226-25-000002	0	29	152259000	N
0002041805-25-000003	0	48	168656003	N
0000950123-25-003553	0	11	887504240	N
0002046157-25-000003	0	122	358886889	N
0001420506-25-000781	0	58	170103597	N
0001973728-25-000003	0	59	306858603	N
0001420506-25-000779	0	60	101624688	N
0001035463-25-000003	2	255	1509603545	N
0001214659-25-005989	0	69	502023776	
0001936380-25-000003	0	37	137784784	N
0001986152-25-000027	0	140	219501640	N
0001420506-25-000777	0	46	368195263	N
0001941040-25-000208	0	74	508990475	
0001214659-25-005987	0	1	9605810	
0001667731-25-000447	0	157	798752222	
0001667731-25-000446	0	44	222790749	
0001667731-25-000445	0	55	133802791	
0002055836-25-000003	0	416	104951026	N
0001667731-25-000444	0	214	319654763	
0001667731-25-000443	0	126	539624346	
0001667731-25-000442	0	92	191676271	
0001793691-25-000002	0	252	742212789	N
0001569453-25-000002	0	55	385286	N
0001667731-25-000441	0	80	319961825	
0001667731-25-000440	0	55	599570039	
0001667731-25-000439	0	68	315272258	
0001667731-25-000438	0	89	112546409	
0001667731-25-000437	0	117	743949294	
0001667731-25-000436	0	130	86473628	
0001802084-25-000003	0	1388	652382482	N
0001667731-25-000435	0	107	209904915	
0001667731-25-000434	0	60	175516731	
0001667731-25-000433	0	328	731347335	
0001667731-25-000432	0	232	457774910	
0001214659-25-005979	0	164	887525850	
0001667731-25-000431	0	100	106687015	
0001786241-25-000004	0	51	177098676	N
0001667731-25-000430	0	45	854455459	
0001398344-25-007207	0	154	369167209	
0001596077-25-000003	0	146	196866	N
0001765388-25-000003	0	15	2692216198	N
0001415889-25-010784	0	889	210237446	N
0002011668-25-000002	0	104	158352369	N
0001646695-25-000003	0	79	1920993191	N
0001398344-25-007204	6	186	402952109	
0001911322-25-000004	0	560	135504087	N
0000874791-25-000007	0	105	1178586120	N
0001725547-25-001416	0	49	100366991	N
0001962532-25-000002	0	38	165377556	N
0001140361-25-014113	1	1747	3148069213	
0001214659-25-005972	0	2974	52287925547	
0001213900-25-032437	0	202	660644898	
0001725547-25-001415	0	80	126052185	N
0001085146-25-002126	0	25	234328234	N
0001214659-25-005970	0	592	3309659432	
0001333792-25-000002	0	137	541654857	N
0001730754-25-000004	0	52	248983578	N
0001527488-25-000003	0	251	233999	Y
0001085146-25-002125	0	226	1331499000	N
0001085146-25-002124	0	197	488177829	N
0001542108-25-000002	0	128	1138686477	N
0000873687-25-000004	0	5	62495244	N
0000893738-25-000002	0	102	172326000	N
0001169318-25-000002	0	144	147098734	N
0001977290-25-000003	0	205	1697865006	N
0002032497-25-000002	0	51	147595023	N
0001420506-25-000775	0	259	950114997	N
0001415889-25-010777	0	1	79301382300	N
0002013499-25-000003	0	148	102267581	N
0002009012-25-000006	0	9	45962652	N
0001085146-25-002122	0	59	307445680	N
0001799859-25-000003	0	82	192309404	N
0001310929-25-000003	0	117	1486883644	N
0001772483-25-000002	0	159	414864712	N
0001965923-25-000003	0	80	121231755	N
0001666470-25-000002	0	50	490959662	N
0001561790-25-000005	0	299	1367174514	N
0000084616-25-000004	0	472	1989462197	N
0001085146-25-002121	0	161	449197840	N
0001376474-25-000345	0	91	679421653	
0001839545-25-000003	0	90	156906334	N
0001509973-25-000002	0	76	474655379	N
0001580642-25-002393	0	35	88569041	
0001695214-25-000005	0	73	207141	N
0001580642-25-002392	0	108	149114843	
0001172661-25-001499	0	92	200400250	
0001716607-25-000009	0	510	5196214175	N
0001172661-25-001498	0	49	119540356	
0001420506-25-000772	2	697	8152651284	N
0001420506-25-000771	0	0	0	N
0001420506-25-000770	0	0	0	N
0001274196-25-000002	0	40	703172	N
0001104659-25-035324	1	1	390695466	
0001172661-25-001497	0	1	46533105	
0000950123-25-003542	1	435	16288580	N
0001600152-25-000002	0	137	506365180	N
0001870300-25-000006	0	4	172214901	N
0001213900-25-032270	0	154	614960211	
0001754960-25-000203	0	64	137342638	N
0000869353-25-000004	0	358	5153786316	N
0000950123-25-003532	2	4	557263935	N
0002013499-25-000002	0	148	102267534	N
0001140361-25-014010	0	320	2586104	
0001767902-25-000004	0	661	1534800789	
0001754960-25-000204	0	49	131711502	N
0001950506-25-000003	0	1147	280805399	N
0001991301-25-000003	0	63	277397403	N
0001420506-25-000766	0	195	143261812	N
0001754960-25-000200	0	77	98687598	N
0001754960-25-000201	0	99	289252181	N
0001632078-25-000004	0	93	225054174	N
0001398344-25-007194	0	105	1552296177	
0001754960-25-000202	0	99	266764300	N
0002040224-25-000003	0	103	204778001	N
0001754960-25-000199	0	113	287684632	N
0001951757-25-000374	0	97	171442715	N
0001951757-25-000373	0	143	226016332	N
0001754960-25-000198	0	367	317894966	N
0001951757-25-000372	0	65	298903104	N
0001951757-25-000371	0	102	132567073	N
0001951757-25-000370	0	364	5069255384	N
0001913842-25-000002	0	117	168169058	N
0001951757-25-000369	0	91	653693144	N
0001104659-25-035177	0	65	743290239	
0001951757-25-000368	0	65	206898060	N
0001161822-25-000003	0	234	741480881	N
0001951757-25-000367	0	111	135142697	N
0001754960-25-000197	0	33	131268743	N
0001951757-25-000366	0	26	133982702	N
0001437749-25-012088	0	4	215729410	N
0001509873-25-000003	0	54	140467061	N
0001104659-25-035174	0	562	267659708	
0002027449-25-000002	0	66	132422192	N
0001731837-25-000003	0	1517	741250071	N
0000950123-25-003523	1	2520	26306187820	N
0001085146-25-002118	0	79	119708601	N
0001908617-25-000003	0	52	149493594	N
0001025038-25-000007	0	162	634188660	N
0001692038-25-000007	0	611	1757338128	N
0002030036-25-000002	0	70	117976856	N
0001597878-25-000002	0	1508	759114	N
0001705819-25-000025	0	132	178697505	
0001085146-25-002117	0	89	141944515	N
0001085146-25-002116	0	72	148498793	N
0001085146-25-002115	0	60	116006846	N
0001085146-25-002114	0	61	107639166	N
0001085146-25-002113	0	58	108335059	N
0001085146-25-002112	0	88	253943570	N
0001844709-25-000004	0	144	528798	N
0001453620-25-000006	0	208	2759965752	N
0001665633-25-000002	0	202	523254779	N
0001376474-25-000344	0	49	4127366633	
0001085146-25-002111	0	174	262011015	N
0001580642-25-002388	0	32	1239758019	
0001776290-25-000002	0	301	1891062491	N
0001899703-25-000002	0	229	124979651	N
0002001155-25-000002	0	181	123978666	N
0001860790-25-000003	0	38	513308186	N
0001845012-25-000002	0	30	154093110	N
0001420506-25-000764	0	1	0	N
0002055065-25-000004	0	498	146230	N
0001911497-25-000002	0	225	119601	N
0001725547-25-001412	0	82	109705694	N
0001941040-25-000205	0	221	693026809	
0002032404-25-000002	0	121	158377835	N
0002055130-25-000003	0	110	121437586	N
0001277279-25-000004	0	491	667155922	N
0001384416-25-000003	0	147	127410305	N
0001085146-25-002110	0	303	1627509514	N
0001809574-25-000003	0	88	282006182	N
0001487438-25-000002	0	12	143854739	N
0001757128-25-000003	0	696	638665324	N
0001085146-25-002109	0	242	1651234199	N
0001085146-25-002108	0	48	161850589	N
0001085146-25-002107	0	49	176459877	N
0001085146-25-002106	0	160	466306777	N
0001121914-25-000004	0	172	518086725	N
0001600746-25-000002	0	40	225931	N
0002007748-25-000003	0	52	128058859	N
0002047030-25-000004	0	95	101308014	N
0001850858-25-000003	0	209	817726934	N
0001082215-25-000003	0	180	2145278122	N
0001731447-25-000003	0	107	463802102	N
0001754960-25-000196	0	684	2445843062	N
0001847343-25-000002	0	90	110105	N
0001011438-25-000205	0	10	293285083	
0001487438-25-000001	0	221	2646826046	N
0001908378-25-000002	0	68	140261922	N
0001731216-25-000002	0	58	83618	N
0001754960-25-000195	0	87	161124641	N
0001731497-25-000003	0	112	556470113	N
0001754960-25-000194	0	34	122458335	N
0001754960-25-000193	0	26	52822456	N
0001633716-25-000003	0	274	605677356	N
0001767802-25-000002	0	204	253127380	N
0001608057-25-000005	0	192	474453327	N
0000225816-25-000002	0	185	475173	N
0001535811-25-000002	0	294	743569526	N
0001802696-25-000002	0	163	194051119	N
0001843578-25-000003	0	59	237879896	N
0001737089-25-000005	0	1202	2649126	N
0001808179-25-000004	0	72	115341827	N
0001214659-25-005879	0	1	185976543	
0001172661-25-001496	0	76	543696020	
0001937769-25-000005	0	27	154215	N
0001764970-25-000002	0	461	400848059	N
0001633366-25-000003	0	1065	931950681	N
0001987261-25-000002	0	45	142947672	N
0001546007-25-000003	0	1144	59949563577	N
0000938759-25-000004	0	115	359800826	N
0002027176-25-000003	0	101	222160597	N
0001846161-25-000002	0	107	296881559	N
0001658535-25-000004	0	81	3849926041	N
